date,category,region,total_sales,avg_sales,total_profit,avg_profit,total_quantity,unique_orders
2014-10-18,Office Supplies,West,63.304,31.652,28.352400000000003,14.176200000000001,3,1
2014-10-18,Technology,South,1394.95,1394.95,362.687,362.687,5,1
2014-10-19,Office Supplies,West,201.97599999999997,40.395199999999996,92.6931,18.53862,18,2
2014-10-19,Technology,West,439.12800000000004,219.56400000000002,31.8546,15.9273,9,2
2014-10-20,Furniture,South,328.59,328.59,-147.8655,-147.8655,3,1
2014-10-20,Office Supplies,Central,754.1940000000001,150.83880000000002,34.4769,6.89538,10,2
2014-10-20,Office Supplies,South,98.352,98.352,-24.588,-24.588,3,1
2014-10-20,Technology,Central,319.968,319.968,71.9928,71.9928,4,1
2014-10-21,Furniture,East,409.59,409.59,-122.877,-122.877,3,1
2014-10-21,Furniture,South,591.32,591.32,112.3508,112.3508,4,1
2014-10-21,Office Supplies,East,121.792,121.792,13.7016,13.7016,4,1
2014-10-21,Office Supplies,South,197.54,98.77,10.6154,5.3077,6,1
2014-10-21,Office Supplies,West,36.36,36.36,12.2715,12.2715,3,1
2014-10-22,Furniture,East,93.888,93.888,12.9096,12.9096,4,1
2014-10-22,Furniture,South,129.92,129.92,10.3936,10.3936,4,1
2014-10-24,Office Supplies,South,22.218,11.109,7.4208,3.7104,5,2
2014-10-24,Office Supplies,West,34.272,34.272,11.1384,11.1384,3,1
2014-10-25,Office Supplies,East,13.698,13.698,-9.5886,-9.5886,3,1
2014-10-25,Office Supplies,West,49.408,49.408,18.528,18.528,4,1
2014-10-25,Technology,East,40.776,40.776,0.5097,0.5097,3,1
2014-10-26,Furniture,West,63.92,63.92,3.196,3.196,4,1
2014-10-26,Technology,West,383.96,383.96,38.396,38.396,5,1
2014-10-27,Office Supplies,South,22.32,11.16,7.6626,3.8313,5,1
2014-10-28,Furniture,West,616.998,616.998,-36.294,-36.294,6,1
2014-10-28,Office Supplies,West,635.604,158.901,54.908,13.727,11,1
2014-10-28,Technology,Central,257.98,257.98,74.8142,74.8142,2,1
2014-10-29,Office Supplies,Central,75.88,75.88,35.6636,35.6636,2,1
2014-10-29,Technology,Central,2737.9320000000002,1368.9660000000001,342.88500000000005,171.44250000000002,8,2
2014-10-31,Furniture,East,3444.6800000000003,688.936,-301.6089999999999,-60.32179999999998,19,2
2014-10-31,Furniture,West,146.352,146.352,-9.147,-9.147,3,1
2014-10-31,Office Supplies,East,93.49,31.16333333333333,39.167,13.055666666666667,9,1
2014-10-31,Office Supplies,West,609.674,87.09628571428571,83.8276,11.97537142857143,33,1
2014-10-31,Technology,West,1067.83,355.9433333333333,139.6539,46.5513,19,3
2014-11-01,Furniture,East,100.38399999999999,50.19199999999999,26.137999999999998,13.068999999999999,8,2
2014-11-01,Office Supplies,Central,15.696,15.696,5.1012,5.1012,3,1
2014-11-01,Office Supplies,East,803.5600000000001,160.71200000000002,238.6556,47.73112,13,3
2014-11-01,Office Supplies,South,140.76,28.151999999999997,38.947599999999994,7.789519999999999,25,2
2014-11-01,Office Supplies,West,552.896,138.224,-58.1854,-14.54635,16,3
2014-11-01,Technology,South,978.84,978.84,110.1195,110.1195,9,1
2014-11-01,Technology,West,2139.944,1069.972,302.5876,151.2938,7,2
2014-11-02,Furniture,East,89.34,89.34,24.1218,24.1218,6,1
2014-11-02,Office Supplies,East,54.102000000000004,27.051000000000002,2.5661999999999985,1.2830999999999992,10,2
2014-11-02,Office Supplies,West,362.92,362.92,105.2468,105.2468,2,1
2014-11-02,Technology,Central,88.776,88.776,7.7679,7.7679,3,1
2014-11-02,Technology,East,590.196,295.098,-118.03920000000001,-59.019600000000004,13,1
2014-11-02,Technology,South,799.92,799.92,239.976,239.976,10,1
2014-11-02,Technology,West,141.11599999999999,47.038666666666664,24.9359,8.311966666666667,5,2
2014-11-03,Furniture,South,1355.388,677.694,-350.55539999999996,-175.27769999999998,9,1
2014-11-03,Office Supplies,East,360.496,72.0992,-37.04560000000001,-7.4091200000000015,12,4
2014-11-03,Office Supplies,South,187.629,46.90725,37.6172,9.4043,20,2
2014-11-03,Office Supplies,West,6.72,6.72,3.36,3.36,4,1
2014-11-03,Technology,Central,89.97,89.97,18.8937,18.8937,3,1
2014-11-03,Technology,East,783.96,783.96,219.5088,219.5088,4,1
2014-11-04,Furniture,East,135.882,135.882,24.1568,24.1568,1,1
2014-11-04,Furniture,West,609.068,304.534,-51.115199999999994,-25.557599999999997,6,2
2014-11-04,Office Supplies,East,95.634,47.817,31.944200000000002,15.972100000000001,5,2
2014-11-04,Office Supplies,South,66.616,33.308,7.8182,3.9091,8,1
2014-11-04,Office Supplies,West,44.316,14.772,18.351000000000003,6.117000000000001,7,2
2014-11-04,Technology,East,4627.92,1542.64,2205.6126,735.2042,12,1
2014-11-04,Technology,West,1114.3120000000001,557.1560000000001,206.6244,103.3122,11,1
2014-11-05,Furniture,East,273.568,273.568,-34.196,-34.196,2,1
2014-11-05,Furniture,South,149.9,149.9,40.473,40.473,5,1
2014-11-05,Furniture,West,20.04,20.04,8.8176,8.8176,6,1
2014-11-05,Office Supplies,East,1093.29,546.645,-103.30439999999999,-51.65219999999999,8,1
2014-11-05,Technology,East,109.976,54.988,10.349599999999999,5.174799999999999,7,1
2014-11-05,Technology,South,47.79,47.79,16.2486,16.2486,3,1
2014-11-06,Office Supplies,South,43.68,43.68,20.9664,20.9664,6,1
2014-11-07,Furniture,Central,683.144,683.144,0.0,0.0,4,1
2014-11-07,Office Supplies,Central,460.06600000000003,57.508250000000004,74.4533,9.3066625,30,3
2014-11-07,Office Supplies,East,36.1,18.05,16.7244,8.3622,7,1
2014-11-07,Office Supplies,West,269.832,89.944,64.3086,21.4362,16,2
2014-11-08,Technology,West,333.576,333.576,25.0182,25.0182,3,1
2014-11-09,Furniture,East,56.52,56.52,21.4776,21.4776,9,1
2014-11-09,Furniture,West,222.666,222.666,10.4784,10.4784,2,1
2014-11-09,Office Supplies,West,590.94,147.735,102.7366,25.68415,21,1
2014-11-09,Technology,West,703.968,703.968,87.996,87.996,4,1
2014-11-10,Furniture,Central,563.94,563.94,112.788,112.788,3,1
2014-11-10,Furniture,West,93.08000000000001,46.540000000000006,26.0624,13.0312,7,1
2014-11-10,Office Supplies,Central,630.93,126.18599999999999,187.0086,37.40172,14,1
2014-11-10,Office Supplies,West,102.08000000000001,51.040000000000006,46.3344,23.1672,16,1
2014-11-10,Technology,West,612.526,306.263,64.4397,32.21985,9,1
2014-11-11,Furniture,Central,808.928,404.464,-64.9594,-32.4797,6,1
2014-11-11,Furniture,East,545.928,272.964,-242.75119999999998,-121.37559999999999,6,1
2014-11-11,Furniture,West,716.568,358.284,86.75479999999999,43.377399999999994,6,2
2014-11-11,Office Supplies,Central,1915.72,319.2866666666667,-1358.964,-226.494,28,2
2014-11-11,Office Supplies,East,277.57,92.52333333333333,133.6953,44.5651,11,1
2014-11-11,Office Supplies,West,2222.136,370.356,836.0052000000001,139.3342,13,4
2014-11-11,Technology,Central,389.65599999999995,194.82799999999997,31.7775,15.88875,5,1
2014-11-11,Technology,West,1238.042,412.68066666666664,128.9107,42.97023333333333,18,3
2014-11-12,Furniture,Central,93.1212,46.5606,-19.9089,-9.95445,4,2
2014-11-12,Furniture,West,629.064,629.064,31.4532,31.4532,3,1
2014-11-12,Office Supplies,Central,105.24799999999999,26.311999999999998,14.874999999999998,3.7187499999999996,18,2
2014-11-12,Office Supplies,South,7.872,7.872,0.8856,0.8856,3,1
2014-11-12,Office Supplies,West,11.96,11.96,5.8604,5.8604,2,1
2014-11-12,Technology,Central,207.49599999999998,103.74799999999999,46.4687,23.23435,5,2
2014-11-14,Furniture,East,69.264,69.264,14.6224,14.6224,2,1
2014-11-14,Office Supplies,Central,44.976,14.991999999999999,19.2624,6.4208,11,2
2014-11-14,Office Supplies,East,55.16,27.58,26.2496,13.1248,12,2
2014-11-14,Office Supplies,South,32.4,32.4,15.552,15.552,5,1
2014-11-14,Technology,East,832.93,832.93,233.2204,233.2204,7,1
2014-11-15,Furniture,West,10.11,10.11,3.2352,3.2352,3,1
2014-11-15,Office Supplies,Central,604.656,604.656,204.0714,204.0714,9,1
2014-11-15,Office Supplies,South,362.176,120.72533333333332,37.3976,12.465866666666665,9,1
2014-11-15,Office Supplies,West,31.41,15.705,8.604600000000001,4.302300000000001,5,2
2014-11-15,Technology,West,772.47,772.47,146.7693,146.7693,3,1
2014-11-16,Furniture,Central,37.296,37.296,-1.0656,-1.0656,2,1
2014-11-16,Furniture,West,305.9745,305.9745,25.1979,25.1979,3,1
2014-11-16,Office Supplies,Central,308.6,77.15,107.7118,26.92795,20,1
2014-11-16,Office Supplies,West,350.13000000000005,175.06500000000003,12.7485,6.37425,5,2
2014-11-16,Technology,Central,273.96,273.96,10.9584,10.9584,2,1
2014-11-16,Technology,West,79.968,79.968,-17.9928,-17.9928,4,1
2014-11-17,Furniture,Central,479.9,479.9,81.583,81.583,5,1
2014-11-17,Furniture,East,4790.18,1596.7266666666667,-129.15879999999999,-43.05293333333333,18,3
2014-11-17,Office Supplies,Central,7.08,7.08,2.478,2.478,3,1
2014-11-17,Office Supplies,East,5191.744,1038.3488,1566.506,313.3012,20,4
2014-11-17,Office Supplies,West,975.3900000000001,487.69500000000005,424.728,212.364,10,1
2014-11-17,Technology,West,99.98,99.98,7.9984,7.9984,2,1
2014-11-18,Furniture,Central,1117.7,279.425,-169.8066,-42.45165,15,2
2014-11-18,Furniture,East,60.312,60.312,5.2773,5.2773,3,1
2014-11-18,Furniture,West,1013.72,337.9066666666667,50.675599999999996,16.891866666666665,8,2
2014-11-18,Office Supplies,Central,466.2420000000001,116.56050000000002,-78.8219,-19.705475,18,3
2014-11-18,Office Supplies,East,141.541,35.38525,-67.2007,-16.800175,13,2
2014-11-18,Office Supplies,West,57.788,28.894,22.4238,11.2119,11,2
2014-11-18,Technology,East,549.552,274.776,-110.0702,-55.0351,8,2
2014-11-19,Furniture,East,1025.88,1025.88,235.9524,235.9524,6,1
2014-11-19,Office Supplies,Central,221.16,221.16,57.5016,57.5016,4,1
2014-11-19,Office Supplies,East,251.42000000000002,62.855000000000004,119.64450000000001,29.911125000000002,16,2
2014-11-19,Office Supplies,West,166.44,166.44,79.8912,79.8912,3,1
2014-11-19,Technology,Central,281.97,281.97,78.9516,78.9516,3,1
2014-11-19,Technology,East,4596.3060000000005,2298.1530000000002,1226.9913,613.49565,8,2
2014-11-19,Technology,South,682.91,227.63666666666666,180.26559999999998,60.088533333333324,11,1
2014-11-20,Office Supplies,East,73.62,24.540000000000003,34.3476,11.4492,10,1
2014-11-20,Technology,East,833.94,833.94,216.8244,216.8244,6,1
2014-11-21,Office Supplies,Central,1.632,1.632,0.5508,0.5508,1,1
2014-11-21,Office Supplies,South,828.51,276.17,313.1397,104.3799,12,1
2014-11-21,Office Supplies,West,19.54,9.77,9.2476,4.6238,4,2
2014-11-21,Technology,Central,267.96,267.96,16.7475,16.7475,5,1
2014-11-21,Technology,South,36.99,36.99,9.9873,9.9873,1,1
2014-11-21,Technology,West,94.99,94.99,28.497,28.497,1,1
2014-11-22,Office Supplies,Central,16.908,8.454,-27.5518,-13.7759,6,2
2014-11-22,Office Supplies,South,1032.57,206.51399999999998,465.22490000000005,93.04498000000001,15,2
2014-11-22,Office Supplies,West,53.82,53.82,24.219,24.219,9,1
2014-11-23,Furniture,Central,161.74,80.87,-38.0608,-19.0304,4,2
2014-11-23,Furniture,West,985.3599999999999,492.67999999999995,-44.101,-22.0505,7,1
2014-11-23,Office Supplies,Central,72.526,24.17533333333333,-71.5206,-23.8402,8,3
2014-11-23,Office Supplies,East,62.808,62.808,21.1977,21.1977,3,1
2014-11-23,Office Supplies,West,45.312,22.656,19.2852,9.6426,6,2
2014-11-23,Technology,Central,5.544,5.544,1.6632,1.6632,7,1
2014-11-23,Technology,West,29.99,29.99,6.2979,6.2979,1,1
2014-11-24,Furniture,East,646.226,323.113,-25.2464,-12.6232,10,2
2014-11-24,Furniture,South,111.15,111.15,48.906,48.906,5,1
2014-11-24,Furniture,West,272.432,136.216,9.2028,4.6014,5,2
2014-11-24,Office Supplies,Central,1154.82,230.964,210.9999,42.19998,16,2
2014-11-24,Office Supplies,East,8.366,4.183,-4.1672,-2.0836,4,2
2014-11-24,Office Supplies,West,721.476,180.369,79.7394,19.93485,19,1
2014-11-24,Technology,Central,111.79,111.79,43.5981,43.5981,7,1
2014-11-24,Technology,East,2552.346,1276.173,-460.39,-230.195,9,2
2014-11-25,Furniture,Central,1224.831,612.4155,-125.83590000000001,-62.917950000000005,8,1
2014-11-25,Furniture,East,328.912,164.456,-17.818599999999996,-8.909299999999998,5,2
2014-11-25,Furniture,West,749.224,374.612,64.908,32.454,7,2
2014-11-25,Office Supplies,Central,24.119999999999997,8.04,7.9758000000000004,2.6586000000000003,6,1
2014-11-25,Office Supplies,East,1117.92,1117.92,55.896,55.896,4,1
2014-11-25,Office Supplies,West,406.096,101.524,116.2589,29.064725,20,3
2014-11-25,Technology,Central,24.672,24.672,0.0,0.0,3,1
2014-11-25,Technology,West,539.92,539.92,47.243,47.243,5,1
2014-11-26,Furniture,Central,19.3,19.3,-14.475,-14.475,5,1
2014-11-26,Office Supplies,East,134.67000000000002,33.667500000000004,60.80460000000001,15.201150000000002,20,1
2014-11-26,Office Supplies,West,833.724,119.10342857142858,-99.21240000000002,-14.173200000000003,19,3
2014-11-26,Technology,East,279.96,279.96,78.3888,78.3888,4,1
2014-11-26,Technology,West,438.336,438.336,-87.6672,-87.6672,4,1
2014-11-27,Furniture,East,199.9,199.9,39.98,39.98,5,1
2014-11-27,Office Supplies,East,3.76,3.76,1.316,1.316,2,1
2014-11-28,Furniture,South,397.6,397.6,43.736,43.736,5,1
2014-11-28,Furniture,West,411.332,411.332,-4.8392,-4.8392,4,1
2014-11-28,Office Supplies,Central,64.02,64.02,29.4492,29.4492,6,1
2014-11-28,Office Supplies,East,17.248,17.248,6.0368,6.0368,2,1
2014-11-28,Office Supplies,South,159.41,39.8525,71.0651,17.766275,17,2
2014-11-28,Office Supplies,West,92.44,30.813333333333333,31.812800000000003,10.604266666666668,9,2
2014-11-28,Technology,Central,998.85,998.85,-199.77,-199.77,5,1
2014-11-28,Technology,West,139.93,139.93,34.9825,34.9825,7,1
2014-11-29,Office Supplies,Central,12.624,12.624,3.945,3.945,2,1
2014-11-29,Office Supplies,East,30.099999999999998,15.049999999999999,13.5422,6.7711,4,2
2014-11-29,Office Supplies,West,30.4,30.4,15.2,15.2,5,1
2014-11-29,Technology,West,575.92,575.92,71.99,71.99,2,1
2014-11-30,Office Supplies,East,62.28,62.28,29.2716,29.2716,4,1
2014-11-30,Office Supplies,South,6.642,6.642,-4.428,-4.428,9,1
2014-11-30,Office Supplies,West,47.992,47.992,3.5994,3.5994,7,1
2014-11-30,Technology,West,102.24,102.24,-16.614,-16.614,4,1
2014-12-01,Furniture,Central,3481.898,1740.949,654.6228000000001,327.31140000000005,11,2
2014-12-01,Furniture,East,973.508,243.377,-31.7354,-7.93385,13,2
2014-12-01,Furniture,West,58.2,58.2,28.518,28.518,3,1
2014-12-01,Office Supplies,Central,46.64,46.64,12.5928,12.5928,4,1
2014-12-01,Office Supplies,East,36.288,36.288,12.7008,12.7008,7,1
2014-12-01,Technology,East,931.888,465.944,188.849,94.4245,4,2
2014-12-01,Technology,South,95.968,95.968,9.5968,9.5968,4,1
2014-12-02,Furniture,Central,98.32,49.16,-48.778999999999996,-24.389499999999998,10,1
2014-12-02,Furniture,East,1184.48,394.82666666666665,-22.05239999999999,-7.350799999999997,16,2
2014-12-02,Office Supplies,Central,18.857999999999997,9.428999999999998,-4.9035,-2.45175,8,2
2014-12-02,Office Supplies,East,209.2,69.73333333333333,96.38159999999999,32.127199999999995,17,2
2014-12-02,Office Supplies,South,15.24,15.24,7.1628,7.1628,3,1
2014-12-02,Technology,East,239.76,119.88,82.7324,41.3662,9,2
2014-12-02,Technology,South,5.95,5.95,0.833,0.833,1,1
2014-12-03,Office Supplies,Central,25.92,25.92,12.4416,12.4416,4,1
2014-12-03,Technology,Central,479.96,479.96,134.3888,134.3888,4,1
2014-12-04,Technology,East,129.98,129.98,62.3904,62.3904,2,1
2014-12-05,Office Supplies,Central,24.816,24.816,1.8612,1.8612,2,1
2014-12-05,Office Supplies,East,667.012,133.4024,104.77359999999999,20.95472,21,2
2014-12-05,Office Supplies,South,24.56,24.56,6.8768,6.8768,2,1
2014-12-05,Office Supplies,West,1453.8639999999998,290.77279999999996,226.0712,45.214240000000004,30,3
2014-12-05,Technology,Central,408.744,408.744,76.6395,76.6395,7,1
2014-12-05,Technology,East,216.678,108.339,-54.1695,-27.08475,3,1
2014-12-05,Technology,West,167.968,167.968,62.988,62.988,4,1
2014-12-06,Furniture,Central,249.702,83.234,-139.6068,-46.535599999999995,11,2
2014-12-06,Furniture,West,275.49,275.49,-170.8038,-170.8038,1,1
2014-12-06,Office Supplies,Central,53.784,17.928,-47.9384,-15.979466666666667,8,1
2014-12-06,Office Supplies,South,42.208,42.208,13.7176,13.7176,2,1
2014-12-06,Office Supplies,West,1314.754,657.377,332.6204,166.3102,10,2
2014-12-06,Technology,Central,35.04,35.04,-7.008,-7.008,4,1
2014-12-07,Office Supplies,South,105.52,105.52,48.5392,48.5392,4,1
2014-12-07,Office Supplies,West,442.88,147.62666666666667,153.24400000000003,51.08133333333334,13,3
2014-12-08,Furniture,West,723.24,241.08,85.05879999999999,28.35293333333333,10,2
2014-12-08,Office Supplies,Central,60.416,60.416,6.0416,6.0416,2,1
2014-12-08,Office Supplies,West,154.864,22.123428571428573,33.2579,4.751128571428572,28,2
2014-12-08,Technology,West,156.6,78.3,1.568999999999999,0.7844999999999995,13,1
2014-12-09,Office Supplies,Central,276.62,69.155,-25.5653,-6.391325,9,2
2014-12-09,Office Supplies,East,30.672,30.672,9.585,9.585,3,1
2014-12-09,Office Supplies,West,135.384,67.692,15.7344,7.8672,12,2
2014-12-09,Technology,East,1079.976,1079.976,125.9972,125.9972,4,1
2014-12-10,Furniture,West,338.352,338.352,4.2294,4.2294,3,1
2014-12-10,Office Supplies,East,117.704,58.852,42.446,21.223,9,1
2014-12-10,Office Supplies,West,117.28,58.64,54.4672,27.2336,8,1
2014-12-12,Furniture,West,4695.6005000000005,782.6000833333334,256.2722,42.71203333333333,28,3
2014-12-12,Office Supplies,Central,210.392,210.392,-336.6272,-336.6272,2,1
2014-12-12,Office Supplies,South,23.472,23.472,7.6284,7.6284,3,1
2014-12-12,Office Supplies,West,8.94,8.94,0.6258,0.6258,3,1
2014-12-13,Furniture,Central,94.428,94.428,-42.4926,-42.4926,3,1
2014-12-13,Furniture,West,87.96,87.96,7.6965,7.6965,3,1
2014-12-13,Office Supplies,Central,2.92,2.92,0.365,0.365,1,1
2014-12-13,Office Supplies,South,12.39,12.39,5.8233,5.8233,3,1
2014-12-13,Office Supplies,West,95.454,47.727,37.3392,18.6696,8,2
2014-12-14,Furniture,East,136.53,136.53,-52.3365,-52.3365,1,1
2014-12-14,Furniture,South,186.304,186.304,13.9728,13.9728,4,1
2014-12-14,Office Supplies,Central,17.264,5.754666666666666,-22.102200000000003,-7.367400000000001,9,2
2014-12-14,Office Supplies,East,2.624,2.624,0.2952,0.2952,1,1
2014-12-14,Technology,Central,35.016,35.016,-2.1885,-2.1885,3,1
2014-12-14,Technology,East,7263.92,3631.96,2282.8807,1141.44035,5,2
2014-12-15,Furniture,Central,771.824,385.912,-29.284,-14.642,7,2
2014-12-15,Furniture,East,445.802,445.802,-108.2662,-108.2662,7,1
2014-12-15,Furniture,West,6.16,6.16,1.9712,1.9712,2,1
2014-12-15,Technology,Central,40.68,40.68,-9.153,-9.153,3,1
2014-12-16,Furniture,Central,65.192,32.596,-77.5398,-38.7699,9,2
2014-12-16,Furniture,South,1043.292,521.646,111.105,55.5525,15,2
2014-12-16,Furniture,West,1689.948,563.316,102.9854,34.328466666666664,9,2
2014-12-16,Office Supplies,Central,150.488,75.244,65.2328,32.6164,12,2
2014-12-16,Office Supplies,South,3.151,1.5755,-0.18620000000000003,-0.09310000000000002,3,2
2014-12-16,Technology,Central,319.968,319.968,95.9904,95.9904,4,1
2014-12-16,Technology,South,99.98,99.98,7.9984,7.9984,2,1
2014-12-16,Technology,West,1022.168,511.084,110.0564,55.0282,9,1
2014-12-17,Office Supplies,East,5.484,5.484,-4.0216,-4.0216,4,1
2014-12-17,Office Supplies,South,40.05,40.05,11.214,11.214,3,1
2014-12-19,Furniture,South,1819.86,1819.86,163.7874,163.7874,14,1
2014-12-19,Office Supplies,Central,48.144,24.072,-2.2973999999999997,-1.1486999999999998,6,1
2014-12-19,Office Supplies,South,164.842,54.94733333333334,73.12610000000001,24.375366666666668,9,2
2014-12-19,Office Supplies,West,37.17,18.585,15.6659,7.83295,7,1
2014-12-19,Technology,Central,323.976,323.976,36.4473,36.4473,3,1
2014-12-19,Technology,South,247.8,247.8,-18.585,-18.585,5,1
2014-12-19,Technology,West,794.968,397.484,88.81259999999999,44.406299999999995,9,1
2014-12-20,Furniture,East,383.034,191.517,14.831399999999999,7.415699999999999,6,2
2014-12-20,Furniture,South,3362.46,1120.82,668.4816,222.82719999999998,12,2
2014-12-20,Furniture,West,294.32,147.16,-32.018,-16.009,5,1
2014-12-20,Office Supplies,Central,1127.092,375.69733333333335,448.9692,149.6564,6,2
2014-12-20,Office Supplies,South,254.222,63.5555,42.165,10.54125,17,2
2014-12-20,Office Supplies,West,955.952,136.56457142857144,311.5794,44.51134285714286,20,3
2014-12-20,Technology,Central,65.44,65.44,-8.18,-8.18,5,1
2014-12-20,Technology,West,519.9200000000001,259.96000000000004,111.1816,55.5908,10,2
2014-12-21,Furniture,West,1897.92,948.96,184.908,92.454,9,1
2014-12-21,Office Supplies,East,17.28,17.28,7.9488,7.9488,6,1
2014-12-21,Office Supplies,South,18.24,18.24,-14.592,-14.592,2,1
2014-12-22,Office Supplies,Central,274.096,91.36533333333334,23.541599999999995,7.847199999999998,11,1
2014-12-22,Office Supplies,East,513.112,256.556,156.4043,78.20215,17,2
2014-12-22,Office Supplies,West,11.76,11.76,3.1752,3.1752,4,1
2014-12-23,Furniture,East,53.316,53.316,-19.5492,-19.5492,2,1
2014-12-23,Furniture,South,64.784,64.784,6.4784,6.4784,1,1
2014-12-23,Office Supplies,Central,212.424,106.212,59.8416,29.9208,12,2
2014-12-23,Office Supplies,East,56.52,56.52,15.8256,15.8256,3,1
2014-12-23,Office Supplies,South,555.064,138.766,4.7829999999999995,1.1957499999999999,11,1
2014-12-24,Furniture,East,30.36,30.36,8.7285,8.7285,5,1
2014-12-24,Furniture,West,316.262,158.131,23.7847,11.89235,7,2
2014-12-24,Office Supplies,South,9.568,9.568,3.4684,3.4684,2,1
2014-12-24,Office Supplies,West,539.13,134.7825,146.6138,36.65345,5,3
2014-12-24,Technology,West,1054.882,351.62733333333335,81.7126,27.23753333333333,13,1
2014-12-26,Furniture,Central,600.558,600.558,-8.5794,-8.5794,3,1
2014-12-26,Furniture,West,752.6,188.15,75.56400000000001,18.891000000000002,16,2
2014-12-26,Office Supplies,Central,8.69,8.69,-14.773,-14.773,5,1
2014-12-26,Office Supplies,East,561.504,93.584,-2.3469000000000015,-0.3911500000000003,20,3
2014-12-26,Office Supplies,West,118.062,39.354,-53.4621,-17.8207,11,2
2014-12-27,Furniture,Central,32.952,32.952,-19.7712,-19.7712,6,1
2014-12-27,Furniture,East,949.566,474.783,143.7322,71.8661,17,2
2014-12-27,Furniture,West,230.28,230.28,23.028,23.028,3,1
2014-12-27,Office Supplies,Central,35.0,17.5,-5.4712,-2.7356,5,2
2014-12-27,Office Supplies,East,118.16,118.16,-25.109,-25.109,2,1
2014-12-27,Office Supplies,South,23.92,23.92,11.7208,11.7208,4,1
2014-12-27,Office Supplies,West,1078.51,154.07285714285715,-648.7147,-92.67352857142858,23,4
2014-12-27,Technology,South,498.0,498.0,184.26,184.26,5,1
2014-12-28,Office Supplies,East,2682.326,670.5815,663.5938,165.89845,19,2
2014-12-28,Office Supplies,West,1049.97,524.985,43.2636,21.6318,14,1
2014-12-29,Furniture,Central,47.712,23.856,-55.4736,-27.7368,6,2
2014-12-29,Furniture,West,95.46000000000001,47.730000000000004,32.2074,16.1037,11,1
2014-12-29,Office Supplies,Central,24.56,24.56,6.8768,6.8768,2,1
2014-12-29,Office Supplies,East,48.36,48.36,6.045,6.045,5,1
2014-12-29,Office Supplies,West,432.332,86.4664,192.9522,38.59044,23,3
2014-12-29,Technology,Central,119.8,119.8,47.92,47.92,4,1
2014-12-29,Technology,West,1303.872,325.968,337.48170000000005,84.37042500000001,16,3
2014-12-30,Furniture,East,523.764,523.764,-192.0468,-192.0468,3,1
2014-12-30,Office Supplies,Central,25.11,8.37,3.9027,1.3009,9,2
2014-12-30,Office Supplies,East,158.388,79.194,43.5849,21.79245,10,1
2014-12-30,Office Supplies,South,39.128,39.128,-8.8038,-8.8038,1,1
2014-12-30,Office Supplies,West,551.985,551.985,-459.9875,-459.9875,5,1
2014-12-30,Technology,Central,594.344,198.1146666666667,62.2017,20.733900000000002,7,1
2014-12-30,Technology,East,279.932,139.966,-43.400800000000004,-21.700400000000002,8,2
2014-12-31,Furniture,East,2584.5280000000002,646.1320000000001,450.1908,112.5477,20,3
2014-12-31,Office Supplies,Central,79.24799999999999,39.623999999999995,29.543599999999998,14.771799999999999,9,2
2014-12-31,Office Supplies,East,229.48,76.49333333333333,107.6666,35.888866666666665,10,2
2014-12-31,Technology,Central,47.53,47.53,16.1602,16.1602,7,1
2014-12-31,Technology,East,1836.54,612.18,781.4589,260.48629999999997,10,3
2014-12-31,Technology,West,475.944,475.944,59.493,59.493,7,1
2015-01-02,Furniture,East,452.45,452.45,-244.323,-244.323,5,1
2015-01-02,Office Supplies,East,139.08,34.77,43.3912,10.8478,10,2
2015-01-02,Technology,East,1340.566,446.85533333333336,-960.6166,-320.20553333333334,14,1
2015-01-03,Furniture,Central,1352.3976,1352.3976,-437.5404,-437.5404,9,1
2015-01-03,Office Supplies,Central,17.424,8.712,4.4226,2.2113,5,2
2015-01-03,Technology,Central,398.4,398.4,84.66,84.66,5,1
2015-01-04,Furniture,South,192.22,192.22,69.1992,69.1992,14,1
2015-01-04,Office Supplies,Central,72.24000000000001,36.120000000000005,35.4732,17.7366,8,1
2015-01-05,Furniture,West,61.584,61.584,-6.9282,-6.9282,1,1
2015-01-05,Office Supplies,East,90.168,30.056,28.299599999999998,9.4332,7,1
2015-01-05,Office Supplies,West,143.51999999999998,71.75999999999999,41.1372,20.5686,12,1
2015-01-06,Office Supplies,West,31.538,15.769,7.8934,3.9467,7,1
2015-01-09,Office Supplies,South,364.07,91.0175,131.0797,32.769925,13,1
2015-01-10,Furniture,East,1018.104,1018.104,-373.3048,-373.3048,4,1
2015-01-12,Office Supplies,East,475.548,237.774,122.502,61.251,5,2
2015-01-12,Technology,East,379.066,94.7665,-59.6972,-14.9243,11,1
2015-01-13,Furniture,West,542.45,271.225,130.994,65.497,13,1
2015-01-13,Office Supplies,South,9.82,9.82,4.8118,4.8118,2,1
2015-01-13,Office Supplies,West,70.008,70.008,24.5028,24.5028,3,1
2015-01-17,Furniture,Central,254.744,254.744,-312.0614,-312.0614,7,1
2015-01-17,Office Supplies,East,6.68,6.68,2.004,2.004,2,1
2015-01-17,Office Supplies,South,88.96,88.96,10.008,10.008,8,1
2015-01-19,Furniture,Central,301.742,150.871,-21.712200000000003,-10.856100000000001,5,1
2015-01-23,Office Supplies,West,43.66,21.83,20.8106,10.4053,5,1
2015-01-24,Office Supplies,South,13.12,13.12,2.132,2.132,5,1
2015-01-26,Office Supplies,West,182.72,182.72,84.0512,84.0512,8,1
2015-01-27,Furniture,East,181.986,181.986,-54.5958,-54.5958,2,1
